AnnotationID,Section,Session_ID,Window_Index,Window_Position,Start_Time,End_Time,n_events,n_users,User_Distribution,Top_User_Share,Dominant_Event,R_event,Dominant_Component,R_component,Event_Distribution,Component_Distribution,Prior_Window_Summary,Next_Window_Summary,Alignment,Dispersion,Stability,Action,Notes
361,Sec-04,108,39,Window 3 of 11 in this session,4/19/2026 10:31,4/19/2026 10:32,4,4,"S1=1, S2=1, S3=1, S4=1",0.25,Course viewed,0.75,System,0.75,"Course viewed: 3, Course module viewed: 1","System: 3, File: 1","W20 [10:12]: 3 events, n_users=3, dominant=Course viewed","W40 [10:32]: 26 events, n_users=12, dominant=Course module viewed",,,,,
362,Sec-04,108,20,Window 2 of 11 in this session,4/19/2026 10:12,4/19/2026 10:13,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,1,System,1,Course viewed: 3,System: 3,"W14 [10:06]: 8 events, n_users=3, dominant=Course module viewed","W39 [10:31]: 4 events, n_users=4, dominant=Course viewed",,,,,
363,Sec-09,1,8,Window 4 of 12 in this session,2/15/2026 12:07,2/15/2026 12:08,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,1,System,1,Course viewed: 3,System: 3,"W6 [12:05]: 5 events, n_users=5, dominant=Course viewed","W9 [12:08]: 4 events, n_users=3, dominant=Course viewed",,,,,
364,Sec-09,1,2,Window 1 of 12 in this session,2/15/2026 12:01,2/15/2026 12:02,5,3,"S1=3, S2=1, S3=1",0.6,Course viewed,0.6,System,0.8,"Course viewed: 3, User list viewed: 1, Course module viewed: 1","System: 4, URL: 1",(none — first retained window of session),"W4 [12:03]: 5 events, n_users=3, dominant=Course module viewed",,,,,
365,Sec-10,114,29,Window 9 of 17 in this session,4/16/2026 10:14,4/16/2026 10:15,4,4,"S1=1, S2=1, S3=1, S4=1",0.25,Course viewed,1,System,1,Course viewed: 4,System: 4,"W26 [10:11]: 7 events, n_users=3, dominant=Course module viewed","W33 [10:18]: 5 events, n_users=3, dominant=Course module viewed",,,,,
366,Sec-10,139,99,Window 26 of 26 in this session,4/19/2026 13:26,4/19/2026 13:27,4,3,"S1=2, S2=1, S3=1",0.5,Course viewed,0.5,System,0.5,"Course viewed: 2, Course module viewed: 2","System: 2, File: 2","W98 [13:25]: 15 events, n_users=3, dominant=Course module viewed",(none — last retained window of session),,,,,
367,Sec-10,114,21,Window 5 of 17 in this session,4/16/2026 10:06,4/16/2026 10:07,6,4,"S1=2, S2=2, S3=1, S4=1",0.33,Course module viewed,0.667,File,0.667,"Course module viewed: 4, Course viewed: 2","File: 4, System: 2","W19 [10:04]: 16 events, n_users=4, dominant=Course module viewed","W24 [10:09]: 7 events, n_users=5, dominant=Course module viewed",,,,,
368,Sec-10,139,10,Window 3 of 26 in this session,4/19/2026 11:57,4/19/2026 11:58,8,6,"S1=3, S2=1, S3=1, S4=1, S5=1, S6=1",0.38,Course viewed,0.625,System,0.625,"Course viewed: 5, Course module viewed: 2, The status of the submission has been viewed.: 1","System: 5, Assignment: 3","W9 [11:56]: 8 events, n_users=4, dominant=Course module viewed","W11 [11:58]: 8 events, n_users=4, dominant=Course module viewed",,,,,
369,Sec-11,3,62,Window 10 of 10 in this session,2/15/2026 13:04,2/15/2026 13:05,5,3,"S1=3, S2=1, S3=1",0.6,Course viewed,0.4,System,0.6,"Course viewed: 2, Course module viewed: 2, User list viewed: 1","System: 3, File: 2","W24 [12:26]: 4 events, n_users=4, dominant=Course viewed",(none — last retained window of session),,,,,
370,Sec-11,3,22,Window 8 of 10 in this session,2/15/2026 12:24,2/15/2026 12:25,4,3,"S1=2, S2=1, S3=1",0.5,Course module viewed,0.5,System,0.5,"Course module viewed: 2, User list viewed: 1, Course viewed: 1","System: 2, Page: 1, File: 1","W19 [12:21]: 4 events, n_users=3, dominant=Course viewed","W24 [12:26]: 4 events, n_users=4, dominant=Course viewed",,,,,
371,Sec-11,193,61,Window 9 of 18 in this session,4/16/2026 10:15,4/16/2026 10:16,7,3,"S1=4, S2=2, S3=1",0.57,Course viewed,0.571,System,0.571,"Course viewed: 4, Course module viewed: 2, Grade user report viewed: 1","System: 4, File: 2, User report: 1","W57 [10:11]: 8 events, n_users=5, dominant=Course module viewed","W64 [10:18]: 17 events, n_users=16, dominant=Course module viewed",,,,,
372,Sec-11,217,52,Window 5 of 15 in this session,4/19/2026 12:02,4/19/2026 12:03,7,7,"S1=1, S2=1, S3=1, S4=1, S5=1, S6=1, S7=1",0.14,Course viewed,0.857,System,0.857,"Course viewed: 6, Course module viewed: 1","System: 6, File: 1","W50 [12:00]: 11 events, n_users=3, dominant=Course module viewed","W53 [12:03]: 9 events, n_users=4, dominant=Course viewed",,,,,
373,Sec-11,239,73,Window 11 of 14 in this session,4/23/2026 10:08,4/23/2026 10:09,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,1,System,1,Course viewed: 3,System: 3,"W71 [10:06]: 6 events, n_users=4, dominant=Course module viewed","W74 [10:09]: 13 events, n_users=12, dominant=Course module viewed",,,,,
374,Sec-11,239,64,Window 3 of 14 in this session,4/23/2026 9:59,4/23/2026 10:00,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,1,System,1,Course viewed: 3,System: 3,"W57 [09:52]: 3 events, n_users=3, dominant=Course module viewed","W65 [10:00]: 4 events, n_users=4, dominant=Course viewed",,,,,
375,Sec-13,9,5,Window 3 of 17 in this session,2/18/2026 9:13,2/18/2026 9:14,4,3,"S1=2, S2=1, S3=1",0.5,Course viewed,0.75,System,0.75,"Course viewed: 3, Course module viewed: 1","System: 3, File: 1","W3 [09:11]: 9 events, n_users=6, dominant=Course module viewed","W6 [09:14]: 19 events, n_users=7, dominant=Course module viewed",,,,,
376,Sec-13,9,2,Window 1 of 17 in this session,2/18/2026 9:10,2/18/2026 9:11,5,5,"S1=1, S2=1, S3=1, S4=1, S5=1",0.2,Course viewed,1,System,1,Course viewed: 5,System: 5,(none — first retained window of session),"W3 [09:11]: 9 events, n_users=6, dominant=Course module viewed",,,,,
377,Sec-14,1,3,Window 1 of 12 in this session,2/16/2026 8:12,2/16/2026 8:13,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,1,System,1,Course viewed: 3,System: 3,(none — first retained window of session),"W4 [08:13]: 6 events, n_users=3, dominant=Course viewed",,,,,
378,Sec-14,1,15,Window 5 of 12 in this session,2/16/2026 8:24,2/16/2026 8:25,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,1,System,1,Course viewed: 3,System: 3,"W8 [08:17]: 3 events, n_users=3, dominant=Course viewed","W16 [08:25]: 8 events, n_users=8, dominant=Course viewed",,,,,
379,Sec-14,6,17,Window 2 of 4 in this session,2/18/2026 8:21,2/18/2026 8:22,8,4,"S1=4, S2=2, S3=1, S4=1",0.5,Course module viewed,0.625,System,0.375,"Course module viewed: 5, Course viewed: 3","System: 3, File: 3, Page: 2","W1 [08:05]: 5 events, n_users=5, dominant=Course viewed","W26 [08:30]: 13 events, n_users=9, dominant=Course module viewed",,,,,
380,Sec-14,1,17,Window 7 of 12 in this session,2/16/2026 8:26,2/16/2026 8:27,6,4,"S1=3, S2=1, S3=1, S4=1",0.5,Course viewed,0.667,System,0.667,"Course viewed: 4, Course module viewed: 2","System: 4, Page: 2","W16 [08:25]: 8 events, n_users=8, dominant=Course viewed","W18 [08:27]: 15 events, n_users=10, dominant=Course module viewed",,,,,
381,Sec-14,16,1,Window 1 of 3 in this session,2/25/2026 8:00,2/25/2026 8:01,6,3,"S1=3, S2=2, S3=1",0.5,Course viewed,0.667,System,0.667,"Course viewed: 4, Course module viewed: 2","System: 4, File: 2",(none — first retained window of session),"W4 [08:03]: 8 events, n_users=4, dominant=Course viewed",,,,,
382,Sec-14,12,54,Window 5 of 10 in this session,2/23/2026 8:13,2/23/2026 8:14,8,3,"S1=5, S2=2, S3=1",0.62,Course module viewed,0.5,File,0.375,"Course module viewed: 4, Course viewed: 3, The status of the submission has been viewed.: 1","File: 3, System: 3, Assignment: 2","W52 [08:11]: 10 events, n_users=5, dominant=Course module viewed","W69 [08:28]: 24 events, n_users=6, dominant=Course module viewed",,,,,
383,Sec-14,67,29,Window 7 of 14 in this session,4/13/2026 8:17,4/13/2026 8:18,4,4,"S1=1, S2=1, S3=1, S4=1",0.25,Course viewed,0.75,System,0.75,"Course viewed: 3, Course module viewed: 1","System: 3, File: 1","W28 [08:16]: 4 events, n_users=3, dominant=Course viewed","W40 [08:28]: 62 events, n_users=7, dominant=Course module viewed",,,,,
384,Sec-14,67,28,Window 6 of 14 in this session,4/13/2026 8:16,4/13/2026 8:17,4,3,"S1=2, S2=1, S3=1",0.5,Course viewed,0.5,System,0.5,"Course viewed: 2, Course module viewed: 1, Grade user report viewed: 1","System: 2, File: 1, User report: 1","W25 [08:13]: 12 events, n_users=7, dominant=Course module viewed","W29 [08:17]: 4 events, n_users=4, dominant=Course viewed",,,,,
385,Sec-14,103,33,Window 4 of 16 in this session,4/20/2026 8:16,4/20/2026 8:17,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,0.667,System,0.667,"Course viewed: 2, Course module viewed: 1","System: 2, File: 1","W31 [08:14]: 4 events, n_users=3, dominant=Course module viewed","W37 [08:20]: 7 events, n_users=4, dominant=Course module viewed",,,,,
386,Sec-14,114,17,Window 3 of 8 in this session,4/22/2026 8:15,4/22/2026 8:16,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,0.667,System,0.667,"Course viewed: 2, Course module viewed: 1","System: 2, File: 1","W16 [08:14]: 7 events, n_users=5, dominant=Course viewed","W18 [08:16]: 4 events, n_users=4, dominant=Course module viewed",,,,,
387,Sec-15,8,12,Window 4 of 13 in this session,2/18/2026 10:09,2/18/2026 10:10,4,3,"S1=2, S2=1, S3=1",0.5,Course viewed,0.5,System,1,"Course viewed: 2, User profile viewed: 2",System: 4,"W9 [10:06]: 8 events, n_users=6, dominant=Course module viewed","W28 [10:25]: 13 events, n_users=10, dominant=Course module viewed",,,,,
388,Sec-15,8,7,Window 1 of 13 in this session,2/18/2026 10:04,2/18/2026 10:05,5,4,"S1=2, S2=1, S3=1, S4=1",0.4,Course viewed,0.8,System,0.8,"Course viewed: 4, Course module viewed: 1","System: 4, File: 1",(none — first retained window of session),"W8 [10:05]: 4 events, n_users=4, dominant=Course viewed",,,,,
389,Sec-15,143,15,Window 3 of 16 in this session,4/22/2026 10:07,4/22/2026 10:08,4,3,"S1=2, S2=1, S3=1",0.5,Course viewed,0.5,System,0.5,"Course viewed: 2, Course module viewed: 2","System: 2, File: 2","W10 [10:02]: 4 events, n_users=3, dominant=Course module viewed","W16 [10:08]: 4 events, n_users=3, dominant=Course module viewed",,,,,
390,Sec-15,138,23,Window 2 of 11 in this session,4/20/2026 10:15,4/20/2026 10:16,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,0.667,System,0.667,"Course viewed: 2, Course module viewed: 1","System: 2, File: 1","W22 [10:14]: 9 events, n_users=7, dominant=Course module viewed","W27 [10:19]: 12 events, n_users=10, dominant=Course module viewed",,,,,
391,Sec-15,143,23,Window 10 of 16 in this session,4/22/2026 10:15,4/22/2026 10:16,8,3,"S1=3, S2=3, S3=2",0.38,Course module viewed,0.5,File,0.375,"Course module viewed: 4, Course viewed: 2, The status of the submission has been viewed.: 1, Grade user report viewed: 1","File: 3, Assignment: 2, System: 2, User report: 1","W22 [10:14]: 25 events, n_users=5, dominant=Course module viewed","W27 [10:19]: 4 events, n_users=4, dominant=Course viewed",,,,,
392,Sec-16,113,7,Window 3 of 15 in this session,4/20/2026 10:06,4/20/2026 10:07,27,7,"S1=14, S2=5, S3=2, S4=2, S5=2, S6=1, S7=1",0.52,Course module viewed,0.519,System,0.407,"Course module viewed: 14, Course viewed: 7, Section viewed: 4, The status of the submission has been viewed.: 2","System: 11, Page: 6, File: 6, Assignment: 4","W4 [10:03]: 9 events, n_users=3, dominant=Course module viewed","W8 [10:07]: 32 events, n_users=8, dominant=Course module viewed",,,,,
393,Sec-16,113,10,Window 6 of 15 in this session,4/20/2026 10:09,4/20/2026 10:10,9,4,"S1=4, S2=2, S3=2, S4=1",0.44,Section viewed,0.333,System,0.667,"Section viewed: 3, Course viewed: 2, User list viewed: 1, Grade user report viewed: 1, Course module viewed: 1","System: 6, Assignment: 2, User report: 1","W9 [10:08]: 24 events, n_users=5, dominant=Course module viewed","W13 [10:12]: 4 events, n_users=4, dominant=Course module viewed",,,,,
394,Sec-17,121,13,Window 2 of 27 in this session,4/13/2026 10:02,4/13/2026 10:03,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,0.667,System,0.667,"Course viewed: 2, Course module viewed: 1","System: 2, File: 1","W12 [10:01]: 5 events, n_users=3, dominant=Course module viewed","W14 [10:03]: 7 events, n_users=4, dominant=Course module viewed",,,,,
395,Sec-17,129,12,Window 5 of 21 in this session,4/15/2026 10:08,4/15/2026 10:09,3,3,"S1=1, S2=1, S3=1",0.33,Course viewed,1,System,1,Course viewed: 3,System: 3,"W11 [10:07]: 4 events, n_users=4, dominant=Course viewed","W13 [10:09]: 6 events, n_users=3, dominant=Course viewed",,,,,
396,Sec-19,9,28,Window 3 of 21 in this session,2/18/2026 12:22,2/18/2026 12:23,4,3,"S1=2, S2=1, S3=1",0.5,Course viewed,0.5,System,0.5,"Course viewed: 2, Course module viewed: 2","System: 2, File: 2","W10 [12:04]: 5 events, n_users=3, dominant=Course viewed","W39 [12:33]: 5 events, n_users=4, dominant=Course module viewed",,,,,
397,Sec-19,9,10,Window 2 of 21 in this session,2/18/2026 12:04,2/18/2026 12:05,5,3,"S1=2, S2=2, S3=1",0.4,Course viewed,0.6,System,0.6,"Course viewed: 3, Course module viewed: 2","System: 3, File: 2","W9 [12:03]: 5 events, n_users=3, dominant=Course module viewed","W28 [12:22]: 4 events, n_users=3, dominant=Course viewed",,,,,
398,Sec-19,100,15,Window 8 of 12 in this session,4/15/2026 12:02,4/15/2026 12:03,10,5,"S1=3, S2=3, S3=2, S4=1, S5=1",0.3,Course module viewed,0.6,File,0.6,"Course module viewed: 6, Course viewed: 4","File: 6, System: 4","W11 [11:58]: 8 events, n_users=6, dominant=Course module viewed","W16 [12:03]: 8 events, n_users=4, dominant=Course module viewed",,,,,
399,Sec-19,91,9,Window 7 of 13 in this session,4/13/2026 12:00,4/13/2026 12:01,6,4,"S1=3, S2=1, S3=1, S4=1",0.5,Course module viewed,0.5,File,0.5,"Course module viewed: 3, Course viewed: 3","File: 3, System: 3","W8 [11:59]: 4 events, n_users=4, dominant=Course module viewed","W10 [12:01]: 6 events, n_users=5, dominant=Course module viewed",,,,,
400,Sec-19,128,26,Window 7 of 11 in this session,4/20/2026 12:10,4/20/2026 12:11,3,3,"S1=1, S2=1, S3=1",0.33,Course module viewed,0.333,System,0.667,"Course module viewed: 1, Course viewed: 1, Section viewed: 1","System: 2, File: 1","W22 [12:06]: 33 events, n_users=19, dominant=Course module viewed","W27 [12:11]: 27 events, n_users=22, dominant=Course module viewed",,,,,
